customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,HasInternetService,TotalServices,LoyaltyCategory,AvgMonthlyCharges,HadPriceIncrease,HasFamilySupport,IsHighValue,ChargeDifference,TotalChargesCategory
7903-CMPEY,1,1,1,0,1,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.3,80.3,1,0,1,New,80.3,0,1,0,0.0,Low
1518-OMDIK,1,0,1,0,33,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.55,1462.6,0,0,0,Very Loyal,44.32121212121212,1,1,0,0.22878787878787676,High
6671-NGWON,0,0,0,0,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,150.6,0,1,0,New,21.514285714285712,0,0,0,-1.164285714285711,Low
0595-ITUDF,1,0,1,1,64,1,1,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,91.8,5960.5,0,0,3,Long-term,93.1328125,0,1,1,-1.3328125000000028,Very High
6996-KNSML,0,0,0,0,1,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.9,74.9,1,0,1,New,74.9,0,0,0,0.0,Low
1955-IBMMB,1,0,0,0,59,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.2,1192.3,0,1,0,Long-term,20.208474576271186,0,0,0,-0.008474576271186862,Medium
0096-BXERS,0,0,1,0,6,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,50.35,314.55,0,0,0,New,52.425000000000004,0,1,0,-2.075000000000003,Low
3806-YAZOV,0,0,0,0,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.8,56.0,0,1,0,New,18.666666666666668,1,0,0,0.13333333333333286,Low
7998-ZLXWN,0,0,1,0,15,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.45,330.8,0,1,0,Loyal,22.053333333333335,0,1,0,-1.6033333333333353,Low
6253-WRFHY,1,0,1,1,13,1,0,DSL,No,No,No,No,Yes,Yes,One year,1,Electronic check,64.75,877.35,0,0,2,Loyal,67.48846153846154,0,1,0,-2.738461538461536,Medium
9133-AYJZG,0,0,0,0,23,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),98.7,2249.1,0,0,3,Loyal,97.78695652173913,1,0,0,0.9130434782608745,High
2675-OTVVJ,1,1,1,0,31,1,1,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,89.45,2807.65,0,0,2,Very Loyal,90.56935483870969,0,1,0,-1.1193548387096826,High
8680-CGLTP,1,0,0,0,29,1,0,DSL,Yes,Yes,No,Yes,No,No,One year,1,Electronic check,58.75,1696.2,0,0,3,Very Loyal,58.4896551724138,1,0,0,0.26034482758620214,High
8430-TWCBX,0,0,1,0,49,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.7,1032.05,0,1,0,Long-term,21.062244897959182,0,1,0,-0.362244897959183,Medium
5018-GWURO,0,0,1,0,56,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),85.6,4902.8,0,0,1,Long-term,87.55,0,1,1,-1.9500000000000028,Very High
6741-QRLUP,0,0,0,0,63,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),80.3,4995.35,0,0,5,Long-term,79.29126984126985,1,0,1,1.0087301587301454,Very High
4737-HOBAX,1,0,1,0,63,1,1,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),79.8,5034.05,0,0,4,Long-term,79.90555555555555,0,1,1,-0.10555555555555429,Very High
0537-QYZZN,1,1,1,1,24,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,79.85,1857.75,0,0,1,Loyal,77.40625,1,1,0,2.4437499999999943,High
3340-QBBFM,1,1,1,0,36,1,0,DSL,No,No,Yes,Yes,No,No,One year,0,Credit card (automatic),54.1,1992.85,0,0,2,Very Loyal,55.356944444444444,0,1,0,-1.2569444444444429,High
1704-NRWYE,0,1,0,0,9,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.85,751.65,1,0,1,New,83.51666666666667,0,0,0,-2.6666666666666714,Medium
2592-SEIFQ,1,0,0,0,3,0,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.75,66.95,1,0,0,New,22.316666666666666,1,0,0,2.4333333333333336,Low
8200-KLNYW,0,0,1,0,21,1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,80.9,1714.95,0,0,5,Loyal,81.66428571428571,0,1,0,-0.7642857142857054,High
3372-CDXFJ,1,0,1,1,13,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.5,343.6,0,1,0,Loyal,26.430769230769233,0,1,0,-1.9307692307692328,Low
4781-ZXYGU,1,0,1,1,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.15,20.15,0,1,0,New,20.15,0,1,0,0.0,Low
7632-YUTXB,0,0,1,1,25,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.05,520.1,0,1,0,Very Loyal,20.804000000000002,0,1,0,-0.7540000000000013,Medium
2718-YSKCS,1,0,1,1,71,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.6,1387.45,0,1,0,Long-term,19.541549295774647,1,1,0,0.058450704225354144,Medium
9896-UYMIE,1,0,0,0,66,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),114.3,7383.7,0,0,6,Long-term,111.87424242424242,1,0,1,2.4257575757575722,Very High
0853-NWIFK,0,0,0,0,45,1,0,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,100.3,4483.95,0,0,4,Long-term,99.64333333333333,1,0,1,0.6566666666666663,Very High
8212-CRQXP,0,0,1,0,22,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),80.0,1706.45,0,0,1,Loyal,77.56590909090909,1,1,0,2.434090909090912,High
6980-CDGFC,0,0,1,0,67,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.85,1327.4,0,1,0,Long-term,19.811940298507466,1,1,0,1.0380597014925357,Medium
7691-XVTZH,0,0,1,0,68,1,1,Fiber optic,No,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),89.95,5974.3,0,0,2,Long-term,87.85735294117647,1,1,1,2.0926470588235304,Very High
7481-ATQQS,0,1,0,0,49,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),90.85,4515.85,1,0,2,Long-term,92.16020408163266,0,0,1,-1.310204081632662,Very High
2277-VWCNI,0,1,0,0,4,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,48.75,179.85,0,0,0,New,44.9625,1,0,0,3.7875000000000014,Low
1088-CNNKB,1,0,1,0,63,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),80.0,5040.2,0,0,5,Long-term,80.0031746031746,0,1,1,-0.0031746031745996106,Very High
8642-GVWRF,0,0,1,0,2,1,0,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),79.7,165.0,1,0,2,New,82.5,0,1,0,-2.799999999999997,Low
1930-BZLHI,1,0,0,0,21,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.35,422.7,0,1,0,Loyal,20.128571428571426,1,0,0,0.22142857142857508,Medium
3400-ESFUW,1,0,1,1,55,1,0,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),57.55,3046.4,1,0,3,Long-term,55.38909090909091,1,1,0,2.1609090909090867,High
5868-YTYKS,1,0,0,1,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25,0,1,0,New,20.25,0,1,0,0.0,Low
3525-DVKFN,0,0,0,0,17,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,358.05,0,1,0,Loyal,21.061764705882354,0,0,0,-1.661764705882355,Low
1482-OXZSY,1,0,0,0,30,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.4,2936.25,0,0,3,Very Loyal,97.875,1,0,0,2.5250000000000057,High
0377-JBKKT,1,0,1,1,22,1,0,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,57.95,1271.8,0,0,3,Loyal,57.809090909090905,1,1,0,0.14090909090909776,Medium
5778-BVOFB,0,0,0,0,9,1,0,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),59.5,530.05,0,0,2,New,58.89444444444444,1,0,0,0.6055555555555614,Medium
3373-YZZYM,1,0,1,1,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.2,19.2,0,1,0,New,19.2,0,1,0,0.0,Low
2057-ZBLPD,0,0,1,0,21,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.5,1808.7,1,0,1,Loyal,86.12857142857143,1,1,0,0.37142857142856656,High
0228-MAUWC,1,0,0,0,19,1,1,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,59.55,1144.6,0,0,2,Loyal,60.24210526315789,0,0,0,-0.6921052631578917,Medium
5502-RLUYV,0,0,1,1,69,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.95,7446.9,1,0,4,Long-term,107.92608695652173,0,1,1,-3.9760869565217263,Very High
0023-HGHWL,1,1,0,0,1,0,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.1,25.1,1,0,0,New,25.1,0,0,0,0.0,Low
7663-YJHSN,0,0,1,0,72,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),103.95,7556.9,0,0,5,Long-term,104.95694444444445,0,1,1,-1.0069444444444429,Very High
4915-BFSXL,1,0,1,1,70,1,1,DSL,Yes,No,Yes,No,Yes,No,Two year,0,Credit card (automatic),68.95,4858.7,0,0,3,Long-term,69.41,0,1,1,-0.45999999999999375,Very High
3086-RUCRN,0,0,0,0,66,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),103.1,6595.0,0,0,5,Long-term,99.92424242424242,1,0,1,3.1757575757575722,Very High
5215-LNLDJ,0,0,1,1,7,0,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.7,149.05,0,0,0,New,21.292857142857144,1,1,0,3.407142857142855,Low
7576-JMYWV,0,1,1,1,46,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.2,4972.1,0,0,5,Long-term,108.08913043478262,1,1,1,2.110869565217385,Very High
9039-RBEEE,1,0,0,0,39,0,0,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),48.95,1880.85,1,0,4,Long-term,48.22692307692307,1,0,0,0.7230769230769312,High
0257-KXZGU,0,0,1,1,32,1,1,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),62.45,2045.55,0,0,2,Very Loyal,63.9234375,0,1,0,-1.4734374999999957,High
1307-ATKGB,1,0,0,0,24,1,0,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,89.55,2187.15,0,0,3,Loyal,91.13125000000001,0,0,0,-1.5812500000000114,High
8417-FMLZI,1,0,1,1,6,1,0,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),83.55,477.55,1,0,2,New,79.59166666666667,1,1,0,3.9583333333333286,Medium
3714-XPXBW,0,0,0,0,37,1,1,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),78.9,2976.95,0,0,5,Long-term,80.4581081081081,0,0,0,-1.558108108108101,High
1850-AKQEP,1,0,0,1,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,178.7,0,1,0,New,22.3375,0,1,0,-1.9874999999999972,Low
2824-DXNKN,0,0,1,1,72,1,1,DSL,Yes,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),71.45,5025.85,0,0,3,Long-term,69.80347222222223,1,1,1,1.6465277777777771,Very High
5227-JSCFE,1,1,1,0,71,0,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),46.35,3353.4,0,0,4,Long-term,47.23098591549296,0,1,0,-0.8809859154929569,High
0848-ZGQIJ,0,0,1,0,16,1,0,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.65,1461.15,0,0,3,Loyal,91.321875,1,1,0,3.328125,High
3621-CHYVB,0,0,1,0,57,0,0,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),49.9,2782.4,0,0,4,Long-term,48.8140350877193,1,1,0,1.0859649122807014,High
8042-RNLKO,1,0,0,0,66,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),25.45,1699.15,0,1,0,Long-term,25.74469696969697,0,0,0,-0.2946969696969717,High
1792-UXAFY,0,1,0,0,17,1,0,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.15,1496.9,1,0,3,Loyal,88.0529411764706,1,0,0,1.0970588235294088,High
5372-FBKBN,0,0,0,1,21,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.75,452.2,0,1,0,Loyal,21.53333333333333,0,1,0,-0.7833333333333314,Medium
0420-TXVSG,1,0,1,0,66,1,1,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),66.1,4428.45,0,0,3,Long-term,67.09772727272727,0,1,0,-0.9977272727272748,Very High
6217-TOWGS,0,0,1,0,17,1,1,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),75.4,1322.55,0,0,3,Loyal,77.79705882352941,0,1,0,-2.397058823529406,Medium
0515-YPMCW,1,0,0,1,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.45,70.45,1,0,0,New,70.45,0,1,0,0.0,Low
0378-XSZPU,1,0,1,0,58,1,0,DSL,Yes,Yes,Yes,No,No,No,One year,0,Credit card (automatic),60.3,3563.8,1,0,3,Long-term,61.4448275862069,0,1,0,-1.144827586206901,High
1045-LTCYT,0,0,1,1,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),21.05,139.75,0,1,0,New,17.46875,1,1,0,3.5812500000000007,Low
1544-JJMYL,1,0,0,0,27,1,0,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Credit card (automatic),69.35,1927.3,0,0,4,Very Loyal,71.38148148148149,0,0,0,-2.0314814814814923,High
4636-JGAAI,1,0,1,0,34,1,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,88.85,3000.25,0,0,2,Very Loyal,88.24264705882354,1,1,0,0.6073529411764582,High
6874-SGLHU,1,0,0,0,30,1,0,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),97.0,3021.3,0,0,3,Very Loyal,100.71000000000001,0,0,0,-3.710000000000008,High
5951-AOFIH,1,0,0,0,33,1,0,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),66.4,2245.4,0,0,3,Very Loyal,68.04242424242425,0,0,0,-1.6424242424242408,High
4729-XKASR,1,0,0,1,1,0,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.75,24.75,1,0,0,New,24.75,0,1,0,0.0,Low
3059-NGMXB,1,0,1,1,14,1,1,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,69.2,944.65,0,0,3,Loyal,67.475,1,1,0,1.7250000000000085,Medium
8652-YHIYU,0,0,0,1,16,1,1,Fiber optic,No,No,No,Yes,No,No,One year,1,Credit card (automatic),79.5,1264.2,0,0,1,Loyal,79.0125,1,1,0,0.48749999999999716,Medium
5278-PNYOX,0,0,0,0,49,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),100.65,4917.75,0,0,4,Long-term,100.36224489795919,1,0,1,0.2877551020408191,Very High
5449-FIBXJ,1,0,1,1,19,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,103.3,2012.7,1,0,4,Loyal,105.93157894736842,0,1,0,-2.631578947368425,High
3486-HOOGQ,0,0,1,1,70,1,1,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),79.7,5743.3,0,0,5,Long-term,82.04714285714286,0,1,1,-2.347142857142856,Very High
5061-PBXFW,0,0,1,1,32,1,0,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),61.4,1864.65,0,0,3,Very Loyal,58.2703125,1,1,0,3.1296874999999957,High
8630-FJLIB,0,0,0,0,18,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.8,1221.65,0,0,0,Loyal,67.86944444444445,1,0,0,1.930555555555543,Medium
3891-NLXJB,1,0,0,0,37,0,0,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,40.55,1390.85,0,0,3,Long-term,37.59054054054054,1,0,0,2.9594594594594597,Medium
4749-OJKQU,0,0,0,0,4,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.65,302.35,0,0,0,New,75.5875,1,0,0,0.0625,Low
0577-WHMEV,0,0,1,0,16,1,1,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,90.7,1374.9,0,0,3,Loyal,85.93125,1,1,0,4.768749999999997,Medium
5453-AXEPF,1,0,1,0,17,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.5,1336.9,0,0,1,Loyal,78.64117647058823,1,1,0,1.8588235294117652,Medium
3639-XJHKQ,0,0,0,1,19,1,0,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,60.6,1297.8,0,0,3,Loyal,68.30526315789473,0,1,0,-7.705263157894727,Medium
3716-LRGXK,1,0,1,0,60,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),101.15,6067.4,0,0,3,Long-term,101.12333333333332,1,1,1,0.026666666666685046,Very High
2263-SFSQZ,1,0,1,1,51,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.95,1222.25,0,1,0,Long-term,23.965686274509803,1,1,0,0.9843137254901961,Medium
9950-MTGYX,1,0,1,1,28,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.3,487.95,0,1,0,Very Loyal,17.426785714285714,1,1,0,2.873214285714287,Medium
3397-AVTKU,1,0,0,0,43,1,0,DSL,No,Yes,No,No,No,Yes,Two year,1,Electronic check,60.0,2548.55,0,0,2,Long-term,59.268604651162796,1,0,0,0.7313953488372036,High
4825-FUREZ,1,0,1,0,42,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,20.25,835.5,0,1,0,Long-term,19.892857142857142,1,1,0,0.35714285714285765,Medium
9837-BMCLM,1,0,0,0,3,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.5,242.05,1,0,1,New,80.68333333333334,0,0,0,-2.183333333333337,Low
2672-OJQZP,0,0,0,0,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.75,44.75,0,0,0,New,44.75,0,0,0,0.0,Low
0137-UDEUO,0,0,0,0,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,63.75,1,1,0,New,21.25,0,0,0,-1.3999999999999986,Low
3134-DSHVC,0,0,0,0,63,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,0,Credit card (automatic),98.0,6218.45,0,0,4,Long-term,98.70555555555555,0,0,1,-0.7055555555555486,Very High
6161-UUUTA,1,1,0,0,3,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.9,260.9,1,0,1,New,86.96666666666665,0,0,0,-7.066666666666649,Low
7821-DPRQE,1,0,1,0,68,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.7,7320.9,0,0,5,Long-term,107.66029411764706,1,1,1,0.0397058823529477,Very High
6543-XRMYR,0,1,0,0,30,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.7,2967.35,1,0,3,Very Loyal,98.91166666666666,1,0,0,0.7883333333333411,High
2001-EWBQU,0,0,0,0,60,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,104.7,6333.8,0,0,4,Long-term,105.56333333333333,0,0,1,-0.8633333333333297,Very High
4925-LMHOK,1,0,0,0,15,1,1,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),58.6,939.7,1,0,2,Loyal,62.64666666666667,0,0,0,-4.046666666666667,Medium
1608-GMEWB,1,1,0,0,45,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),93.9,4200.25,0,0,2,Long-term,93.33888888888889,1,0,0,0.5611111111111171,Very High
6695-AMZUF,0,0,1,0,70,1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.45,5950.2,0,0,6,Long-term,85.00285714285714,1,1,1,1.4471428571428646,Very High
1455-UGQVH,1,0,1,0,10,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.5,1037.75,1,0,3,New,103.775,0,1,0,-5.275000000000006,Medium
8410-BGQXN,1,0,0,0,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,93.4,0,1,0,New,23.35,0,0,0,-3.950000000000003,Low
8280-MQRQN,0,0,0,0,1,1,0,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,50.45,50.45,1,0,1,New,50.45,0,0,0,0.0,Low
1619-YWUBB,0,0,1,0,68,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.95,1614.9,0,1,0,Long-term,23.748529411764707,1,1,0,1.201470588235292,High
7611-YKYTC,1,0,1,1,22,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),75.0,1573.95,0,0,1,Loyal,71.54318181818182,1,1,0,3.4568181818181785,High
2037-SGXHH,1,0,1,1,38,1,1,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,94.65,3624.3,1,0,3,Long-term,95.3763157894737,0,1,0,-0.7263157894736878,High
3178-FESZO,0,0,0,0,1,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),100.25,100.25,1,0,3,New,100.25,0,0,0,0.0,Low
0365-GXEZS,1,0,1,0,18,1,0,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,78.2,1468.75,0,0,2,Loyal,81.59722222222223,0,1,0,-3.3972222222222257,High
0082-OQIQY,1,0,0,0,29,1,0,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,94.2,2607.6,0,0,3,Very Loyal,89.91724137931034,1,0,0,4.282758620689663,High
6087-MVHJH,0,0,0,0,16,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,88.45,1422.1,1,0,2,Loyal,88.88125,0,0,0,-0.4312499999999915,High
4603-JANFB,1,0,0,0,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.85,69.85,1,0,0,New,69.85,0,0,0,0.0,Low
3018-TFTSU,1,0,0,0,12,1,0,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),81.7,858.6,1,0,2,New,71.55,1,0,0,10.150000000000006,Medium
3606-SBKRY,1,0,0,0,31,0,0,DSL,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,50.05,1523.4,0,0,3,Very Loyal,49.141935483870974,1,0,0,0.9080645161290235,High
4806-KEXQR,1,0,0,0,4,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.9,324.3,1,0,1,New,81.075,0,0,0,-1.1749999999999972,Low
0667-NSRGI,0,0,1,0,48,1,1,DSL,No,No,Yes,Yes,No,Yes,One year,1,Mailed check,69.55,3435.6,0,0,3,Long-term,71.575,0,1,0,-2.0250000000000057,High
7083-YNSKY,0,0,0,0,15,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),25.4,399.6,1,1,0,Loyal,26.64,0,0,0,-1.240000000000002,Low
6893-ODYYE,1,0,0,0,50,1,0,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),90.1,4549.45,0,0,4,Long-term,90.98899999999999,0,0,1,-0.8889999999999958,Very High
8242-JSVBO,1,0,0,0,7,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.65,322.5,0,0,0,New,46.07142857142857,0,0,0,-1.4214285714285708,Low
2479-BRAMR,1,1,1,0,41,1,1,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),83.75,3273.55,1,0,2,Long-term,79.84268292682927,1,1,0,3.9073170731707307,High
9541-ZPSEA,1,0,1,1,68,1,0,Fiber optic,Yes,No,Yes,No,No,No,Two year,0,Credit card (automatic),80.35,5375.15,0,0,2,Long-term,79.04632352941177,1,1,1,1.303676470588229,Very High
2665-NPTGL,0,1,1,0,26,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.1,2510.7,0,0,3,Very Loyal,96.5653846153846,1,1,0,1.5346153846153925,High
1139-WUOAH,1,0,0,0,57,0,0,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),53.35,3090.05,0,0,4,Long-term,54.21140350877193,0,0,0,-0.8614035087719287,High
4693-VWVBO,0,0,0,0,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.55,61.05,0,1,0,New,20.349999999999998,0,0,0,-0.7999999999999972,Low
7434-SHXLS,0,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,20.9,1,1,0,New,20.9,0,0,0,0.0,Low
6937-GCDGQ,1,0,1,1,19,1,0,DSL,Yes,No,No,No,No,No,One year,1,Bank transfer (automatic),48.95,955.6,0,0,1,Loyal,50.294736842105266,0,1,0,-1.344736842105263,Medium
