gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,HasInternetService,TotalServices,LoyaltyCategory,AvgMonthlyCharges,HadPriceIncrease,HasFamilySupport,IsHighValue,ChargeDifference,TotalChargesCategory,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year
1,0,1,0,4,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.65,301.4,1,0,0,New,75.35,0,1,0,-0.6999999999999886,Low,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,71,1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),85.45,6029.9,0,0,6,Long-term,84.9281690140845,1,1,1,0.5218309859154999,Very High,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,46,0,0,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),40.4,1842.7,0,0,3,Long-term,40.05869565217392,1,1,0,0.34130434782608177,High,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,0,0,0,4,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,50.4,206.6,1,0,0,New,51.65,0,0,0,-1.25,Low,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,7,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,79.65,604.7,1,0,1,New,86.38571428571429,0,0,0,-4.6221089956555,Medium,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,69,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),105.2,7386.05,0,0,4,Long-term,107.04420289855072,0,0,1,-1.8442028985507193,Very High,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0,0,1,0,72,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),100.65,7334.05,0,0,4,Long-term,101.86180555555556,0,1,1,-1.2118055555555571,Very High,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1,1,0,0,19,1,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,79.85,1471.75,1,0,1,Loyal,77.46052631578948,1,0,0,2.3894736842105146,High,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,28,1,0,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,0,Electronic check,91.0,2626.15,0,0,3,Very Loyal,93.79107142857143,0,0,0,-2.7910714285714278,High,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
1,0,1,0,5,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,78.75,412.1,1,0,1,New,82.42,0,1,0,-3.6700000000000017,Medium,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,0,72,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),116.75,8277.05,0,0,6,Long-term,114.95902777777776,1,1,1,1.790972222222237,Very High,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,1,8,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),80.45,583.45,1,0,1,New,72.93125,1,1,0,4.609705468949651,Medium,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,7,1,0,DSL,Yes,No,No,No,No,Yes,One year,1,Electronic check,59.1,369.25,0,0,2,New,52.75,1,0,0,4.609705468949651,Low,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
0,0,0,0,22,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.8,1049.05,0,0,1,Loyal,47.684090909090905,1,0,0,2.115909090909092,Medium,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,72,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,1414.8,0,1,0,Long-term,19.65,0,0,0,-0.34999999999999787,High,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,1,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.65,169.75,0,1,0,New,21.21875,0,1,0,-1.5687500000000014,Low,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,1,0,52,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),81.4,4354.45,0,0,5,Long-term,83.73942307692307,0,1,0,-2.339423076923069,Very High,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
0,0,0,0,68,0,0,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,38.9,2719.2,0,0,3,Long-term,39.98823529411764,0,0,0,-1.088235294117645,High,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,1,0,71,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),87.95,6365.35,0,0,6,Long-term,89.65281690140846,0,1,1,-1.702816901408454,Very High,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,51.6,0,1,0,New,25.8,0,0,0,-4.6221089956555,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,1,0,0,34,1,1,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,96.35,3190.25,0,0,3,Very Loyal,93.83088235294117,1,0,0,2.5191176470588204,High,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
0,0,0,0,35,0,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.15,812.5,0,0,0,Very Loyal,23.214285714285715,1,0,0,0.9357142857142833,Medium,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,61,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.1,1143.8,0,1,0,Long-term,18.750819672131147,1,1,0,0.34918032786885433,Medium,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44.0,0,0,0,New,44.0,0,0,0,0.0,Low,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,1,1,1,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.1,50.1,1,0,0,New,50.1,0,0,0,0.0,Low,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,53,1,0,DSL,No,No,Yes,No,No,Yes,One year,0,Credit card (automatic),60.6,3297.0,0,0,2,Long-term,62.20754716981132,0,1,0,-1.607547169811319,High,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
0,0,1,0,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.65,1887.0,0,1,0,Long-term,26.208333333333332,0,1,0,-0.5583333333333336,High,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,0,2,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,76.4,151.8,1,0,1,New,75.9,1,1,0,0.5,Low,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,3,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,98.7,293.65,1,0,4,New,97.88333333333333,1,0,0,0.8166666666666771,Low,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
0,1,0,0,13,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.8,1308.1,1,0,3,Loyal,100.62307692307692,1,0,0,0.17692307692307452,Medium,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
1,1,1,0,41,0,0,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,53.95,2215.4,0,0,4,Long-term,54.03414634146342,0,1,0,-0.08414634146341626,High,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,0,1,0,24,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.4,482.8,0,1,0,Loyal,20.116666666666667,1,1,0,0.28333333333333144,Medium,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,28,1,0,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),90.1,2598.95,1,0,2,Very Loyal,92.81964285714285,0,1,0,-2.7196428571428584,High,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,0,0,0,8,0,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.35,216.45,0,0,1,New,27.05625,1,0,0,2.293750000000003,Low,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,20.45,0,1,0,New,20.45,0,0,0,0.0,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,0,0,54,1,1,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),95.1,5064.85,0,0,3,Long-term,93.79351851851852,1,0,1,1.3064814814814696,Very High,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
1,0,0,0,41,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.25,996.45,0,1,0,Long-term,24.303658536585367,1,0,0,0.9463414634146332,Medium,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,1,0,19,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.9,839.65,0,0,0,Loyal,44.19210526315789,1,1,0,0.7078947368421069,Medium,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,72,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),92.65,6733.0,0,0,6,Long-term,93.51388888888889,0,1,1,-0.86388888888888,Very High,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,62,0,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),43.7,2618.3,0,0,4,Long-term,42.230645161290326,1,0,0,1.4693548387096769,High,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,1,1,56,1,0,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),72.6,4084.35,0,0,4,Long-term,72.93482142857142,0,1,0,-0.3348214285714306,Very High,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,15,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,51.55,765.5,1,0,0,Loyal,51.03333333333333,1,0,0,0.5166666666666657,Medium,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,1,0,0,10,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.25,793.55,1,0,1,New,79.35499999999999,0,0,0,-0.10499999999998977,Medium,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,0,1,1,32,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,18.95,613.95,0,1,0,Very Loyal,19.1859375,0,1,0,-0.23593750000000213,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,21,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.5,402.85,0,1,0,Loyal,19.183333333333334,1,0,0,1.3166666666666664,Medium,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,1,1,62,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.95,1244.8,0,1,0,Long-term,20.07741935483871,0,1,0,-0.12741935483871103,Medium,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,2,0,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.5,46.4,0,0,0,New,23.2,1,0,0,1.3000000000000007,Low,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,1,27,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,581.85,0,1,0,Very Loyal,21.55,0,1,0,-0.9499999999999993,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,5,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.85,462.8,1,0,2,New,92.56,1,0,0,2.289999999999992,Medium,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,25,0,0,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,61.05,1540.2,0,0,5,Very Loyal,61.608000000000004,0,0,0,-0.5580000000000069,High,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
0,0,0,0,2,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.7,169.8,1,0,1,New,84.9,1,0,0,0.7999999999999972,Low,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,49,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),106.65,5168.1,0,0,4,Long-term,105.47142857142858,1,0,1,1.1785714285714306,Very High,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0,0,0,0,63,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),108.25,6780.1,0,0,5,Long-term,107.62063492063493,1,0,1,0.6293650793650727,Very High,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,1,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.4,94.5,0,1,0,New,23.625,0,1,0,-3.2250000000000014,Low,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,1,0,1,1,0,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,55.3,55.3,0,0,1,New,55.3,0,1,0,0.0,Low,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,0,0,0,11,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,208.0,0,1,0,New,18.90909090909091,1,0,0,1.34090909090909,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,1,0,0,52,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),72.95,3829.75,0,0,0,Long-term,73.64903846153847,0,0,0,-0.6990384615384642,Very High,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,0,60,1,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.45,5294.6,0,0,2,Long-term,88.24333333333334,1,1,1,1.2066666666666634,Very High,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,64,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),104.65,6889.8,0,0,4,Long-term,107.653125,0,0,1,-3.003124999999997,Very High,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,0,1,1,43,1,0,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),75.2,3254.35,0,0,4,Long-term,75.68255813953488,0,1,0,-0.4825581395348735,High,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,1,0,61,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),101.15,6383.9,0,0,3,Long-term,104.65409836065574,0,1,1,-3.504098360655732,Very High,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0,0,0,0,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.4,44.4,1,0,0,New,44.4,0,0,0,0.0,Low,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,1,0,0,5,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.5,477.7,1,0,2,New,95.53999999999999,0,0,0,-4.6221089956555,Medium,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
1,0,0,0,66,1,1,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),68.75,4447.55,0,0,4,Long-term,67.38712121212122,1,0,0,1.3628787878787847,Very High,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,0,1,0,67,1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,111.05,7321.05,0,0,6,Long-term,109.26940298507463,1,1,1,1.7805970149253625,Very High,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,42,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),99.0,4135.0,0,0,4,Long-term,98.45238095238095,1,1,0,0.547619047619051,Very High,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,1,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.05,86.05,1,0,1,New,86.05,0,1,0,0.0,Low,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,1,1,31,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.0,697.7,0,1,0,Very Loyal,22.506451612903227,0,1,0,-1.506451612903227,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,168.65,0,1,0,New,24.092857142857145,0,0,0,-4.6221089956555,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,0,4,0,0,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.55,174.3,1,0,2,New,43.575,1,0,0,0.9749999999999943,Low,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
1,0,1,1,34,1,1,DSL,No,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),77.2,2753.8,0,0,3,Very Loyal,80.99411764705883,0,1,0,-3.794117647058826,High,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
1,0,0,0,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.45,69.25,0,1,0,New,23.083333333333332,0,0,0,-3.633333333333333,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,19,0,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.85,434.8,0,0,0,Loyal,22.88421052631579,1,1,0,1.965789473684211,Medium,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,31,0,0,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),35.4,1077.5,1,0,2,Very Loyal,34.75806451612903,1,1,0,0.6419354838709666,Medium,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.65,95.65,1,0,2,New,95.65,0,0,0,0.0,Low,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
1,0,0,0,3,0,0,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,41.35,107.25,0,0,3,New,35.75,1,0,0,4.609705468949651,Low,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,0,46,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.6,851.2,0,1,0,Long-term,18.504347826086956,1,1,0,1.0956521739130451,Medium,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.95,20.95,1,1,0,New,20.95,0,0,0,0.0,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,1,1,69,1,1,Fiber optic,Yes,No,Yes,No,No,No,One year,0,Bank transfer (automatic),84.45,5848.6,0,0,2,Long-term,84.76231884057971,0,1,1,-0.3123188405797066,Very High,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,5,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,109.8,0,1,0,New,21.96,0,0,0,-1.7100000000000009,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.65,19.65,0,1,0,New,19.65,0,0,0,0.0,Low,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,0,26,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.65,595.5,0,1,0,Very Loyal,22.903846153846153,0,0,0,-2.2538461538461547,Medium,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,0,0,10,0,0,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,34.7,329.8,1,0,1,New,32.980000000000004,1,0,0,1.7199999999999989,Low,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,25,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),99.3,2513.5,0,0,4,Very Loyal,100.54,0,0,0,-1.240000000000009,High,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,64,1,0,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,81.05,5135.35,0,0,2,Long-term,80.23984375,1,1,1,0.8101562499999915,Very High,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,30,1,1,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,67.6,2000.2,0,0,4,Very Loyal,66.67333333333333,1,1,0,0.9266666666666623,High,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,13,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,931.75,0,0,0,Loyal,71.67307692307692,0,0,0,-1.5230769230769141,Medium,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
